"Data","Sex","method","cod","result"
"BR1","m","BH1","2304",0.250671838451521
"BR1","m","BH1","2305",0.665298348203836
"BR1","m","BH1","2306",0.459640442438033
"BR1","m","BH1","2307",0.297235112804156
"BR1","m","BH1","2401",0.735629947317061
"BR1","m","BH1","2402",0.973637152822619
"BR1","m","BH1","2403",0.620109300012454
"BR1","m","BH1","2404",1.05086501942775
"BR1","m","BH1","2501",0.569132737112368
"BR1","m","BH1","2502",0.719885295811379
"BR1","m","BH1","2503",0.973268372535674
"BR1","m","BH1","2504",1.03730275031773
"BR1","m","BH1","2601",0.597550250894103
"BR1","m","BH1","2602",0.947771518634772
"BR1","m","BH1","2603",0.96580268922527
"BR1","m","BH1","2604",0.925887510615617
"BR1","m","BH1","2605",0.867035736103324
"BR1","m","BH1","2701",0.555726128129744
"BR1","m","BH1","2702",0.796836786516895
"BR1","m","BH1","2703",0.999702076086639
"BR1","m","BH1","2801",0.713918626507946
"BR1","m","BH1","2802",0.926437710334817
"BR1","m","BH1","2803",1.13093157076845
"BR1","m","BH1","2901",0.516535605425796
"BR1","m","BH1","2902",0.536966754810383
"BR1","m","BH1","2903",0.622566388601197
"BR1","m","BH1","2904",0.608399401314808
"BR1","m","BH1","2905",0.860764123623968
"BR1","m","BH1","2906",0.522185428898165
"BR1","m","BH1","2907",0.648679602258985
"BR1","m","BH1","3101",0.515765136036639
"BR1","m","BH1","3102",0.677751156711475
"BR1","m","BH1","3103",0.643358286969863
"BR1","m","BH1","3104",0.827724368256381
"BR1","m","BH1","3105",0.925445311052703
"BR1","m","BH1","3106",0.812025937496013
"BR1","m","BH1","3107",1.12309123435415
"BR1","m","BH1","3108",0.85026923742513
"BR1","m","BH1","3109",0.955540418996308
"BR1","m","BH1","3110",0.996250334178016
"BR1","m","BH1","3111",0.881659408910687
"BR1","m","BH1","3112",0.85105127998859
"BR1","m","BH1","3201",0.657495520477316
"BR1","m","BH1","3202",0.852232817083088
"BR1","m","BH1","3203",1.13243976100793
"BR1","m","BH1","3204",1.02121483546211
"BR1","m","BH1","3301",1.29890618631197
"BR1","m","BH1","3302",1.08625747915224
"BR1","m","BH1","3303",1.10242826928062
"BR1","m","BH1","3304",1.46138734330121
"BR1","m","BH1","3305",1.00183830437073
"BR1","m","BH1","3306",0.865825347791405
"BR1","m","BH1","3501",1.02755463677179
"BR1","m","BH1","3502",1.11201598735728
"BR1","m","BH1","3503",0.96723546706195
"BR1","m","BH1","3504",1.04997508057819
"BR1","m","BH1","3505",1.21150364839753
"BR1","m","BH1","3506",1.16382272936148
